timestamp,open,high,low,close,volume
7/17/2020 4:45,247.02,247.02,247.02,247.02,109
7/17/2020 6:30,246,246,246,246,199
7/17/2020 7:15,247,247,247,247,942
7/17/2020 7:30,247,247,246.5,246.5,500
7/17/2020 7:45,246.5,246.5,246.17,246.17,503
7/17/2020 8:15,246.875,247.4499,246.14,247.4499,16815
7/17/2020 8:30,246.17,247.45,246.17,247.27,2247
7/17/2020 8:45,246.3234,246.35,245.8,245.8,2657
7/17/2020 9:00,245.2,245.5,245.2,245.2,1419
7/17/2020 9:15,245.8,246.56,245.72,246.56,8798
7/17/2020 9:30,246.89,247.45,246.51,246.51,9612
7/17/2020 9:45,247.17,250.9368,245.91,246.56,405872
7/17/2020 10:00,246.3,247.34,245.1,246.35,277073
7/17/2020 10:15,246.3784,246.8299,244.4755,244.4755,266400
7/17/2020 10:30,244.52,244.99,241.89,242.3477,319294
7/17/2020 10:45,242.375,243.44,241.77,241.77,241211
7/17/2020 11:00,241.75,244.75,241.29,243.6,295456
7/17/2020 11:15,243.705,246.44,243.5465,245.2926,287808
7/17/2020 11:30,245.1991,247.18,245.12,246.83,206230
7/17/2020 11:45,246.9169,247.6899,246.16,246.2894,127106
7/17/2020 12:00,246.3216,247.3,245.543,247.25,137158
7/17/2020 12:15,247.25,247.43,246.01,246.43,194092
7/17/2020 12:30,246.31,247.34,245.83,247.1401,115435
7/17/2020 12:45,247.26,248.126,246.885,247.7079,165446
7/17/2020 13:00,247.75,247.815,246.29,246.77,107540
7/17/2020 13:15,246.6201,246.6945,245.5,245.64,93070
7/17/2020 13:30,245.585,246.3638,245.12,245.615,90075
7/17/2020 13:45,245.64,245.95,244.65,244.96,109168
7/17/2020 14:00,245.04,246.11,244.66,245.91,86602
7/17/2020 14:15,245.8755,247.62,245.8755,247.26,115233
7/17/2020 14:30,247.31,247.39,247,247.23,68610
7/17/2020 14:45,247.25,247.6,246.445,247.39,102674
7/17/2020 15:00,247.5,247.81,246.71,246.745,97953
7/17/2020 15:15,246.7287,246.85,246.215,246.78,89985
7/17/2020 15:30,246.85,247.16,246.36,246.4799,108721
7/17/2020 15:45,246.48,246.75,246.25,246.46,133818
7/17/2020 16:00,246.4401,246.73,246.02,246.55,238892
7/17/2020 16:15,246.54,247,245.8955,247,27221
7/17/2020 16:30,246.88,246.88,246.5,246.5,495
7/17/2020 17:00,246.59,246.59,246.59,246.59,100
7/17/2020 17:30,246.9,246.9,246.3,246.3,455
7/17/2020 18:30,246.23,246.23,246.23,246.23,246
7/17/2020 18:45,246.35,246.35,246.35,246.35,100
7/17/2020 19:15,246.2,246.2,246.2,246.2,1135
7/17/2020 19:30,245.88,245.88,245.88,245.88,217
7/17/2020 19:45,246,246,245.16,245.16,818
7/17/2020 20:00,245.95,246,245,245.1,2198
7/20/2020 4:15,244.6,244.6,242.99,242.99,1541
7/20/2020 5:00,243.74,243.74,243.74,243.74,114
7/20/2020 7:15,244,244,243.5,243.68,1069
7/20/2020 7:30,243.06,244,243.06,244,1380
7/20/2020 7:45,244.64,244.82,244.64,244.82,1333
7/20/2020 8:00,245.4,245.4,244.55,244.55,683
7/20/2020 8:15,243,245,243,244,3571
7/20/2020 8:30,244.3999,244.4,244.2001,244.4,924
7/20/2020 8:45,244.5,245,244.5,245,1461
7/20/2020 9:00,244.6,244.9,244.5,244.58,3398
7/20/2020 9:15,244.7,245.0054,244.7,245.0054,1414
7/20/2020 9:30,245.3701,245.74,245.2,245.74,1461
7/20/2020 9:45,246.4865,254,245.99,253.83,582802
7/20/2020 10:00,253.7,257.91,252.88,257.38,622339
7/20/2020 10:15,257.23,259.44,256.21,257.8551,473194
7/20/2020 10:30,257.99,260.88,257.12,259.92,496899
7/20/2020 10:45,260.09,261.31,257.9,260.75,397684
7/20/2020 11:00,260.5683,260.94,257.835,258.5,268816
7/20/2020 11:15,258.54,259.1342,256.72,258.745,288272
7/20/2020 11:30,258.775,260.34,258.62,260.28,286745
7/20/2020 11:45,260.28,261.31,260.02,261.25,259223
7/20/2020 12:00,261.31,264.33,261.0962,264.27,593893
7/20/2020 12:15,264.44,269.27,264.09,269.112,1010981
7/20/2020 12:30,269.1794,269.54,267.33,267.85,668037
7/20/2020 12:45,267.8,269.93,267.58,269.625,335150
7/20/2020 13:00,269.64,269.86,268.5271,269.7401,301629
7/20/2020 13:15,269.86,271.35,269.3501,269.36,444247
7/20/2020 13:30,269.3896,269.48,267.77,268.07,277989
7/20/2020 13:45,267.99,268.7,266.96,267.065,207897
7/20/2020 14:00,267,267.52,264.27,264.5,338322
7/20/2020 14:15,264.44,267,264.44,266.5399,218895
7/20/2020 14:30,266.4,266.8149,264.75,265.59,167110
7/20/2020 14:45,265.6399,267.97,265.3427,266.91,209477
7/20/2020 15:00,266.9033,267.88,266.36,267.4601,117810
7/20/2020 15:15,267.4658,268.78,266.63,268.6957,172212
7/20/2020 15:30,268.64,268.75,266.61,267.275,219051
7/20/2020 15:45,267.2726,268.41,266.96,267.5666,209687
7/20/2020 16:00,267.56,269.2,267.06,268.58,436834
7/20/2020 16:15,268.58,269.17,267.6,267.6,25083
7/20/2020 16:30,267.5,268,267.5,268,928
7/20/2020 16:45,268,268.7442,268,268.7442,533
7/20/2020 17:00,268.5842,268.5842,268,268,1158
7/20/2020 17:15,267.8,267.88,267.6,267.88,1036
7/20/2020 17:30,267.6,268,267.6,268,775
7/20/2020 17:45,268,268.36,268,268.24,816
7/20/2020 18:00,268.49,268.5,268.35,268.35,794
7/20/2020 18:15,268.06,268.06,268.06,268.06,103
7/20/2020 18:45,268.07,268.07,268.07,268.07,200
7/20/2020 19:00,268.01,268.01,267.71,267.71,487
7/20/2020 19:15,267.66,268,267.66,268,404
7/20/2020 19:30,268,268,267.75,267.75,894
7/20/2020 19:45,267.75,268,267.66,267.75,2394
7/20/2020 20:00,267.88,267.88,267.88,267.88,491
7/21/2020 4:15,267.91,267.91,267.91,267.91,104
7/21/2020 4:45,272.45,272.45,270,270,990
7/21/2020 6:30,271.6,271.6,271.6,271.6,281
7/21/2020 7:00,271.49,271.49,271.29,271.29,827
7/21/2020 7:15,270.52,271.25,270.35,271,7443
7/21/2020 7:45,270.92,270.92,270.23,270.23,1050
7/21/2020 8:00,270.4,270.4,270.2,270.2,487
7/21/2020 8:15,270.9805,271.3499,270.2,270.8,9630
7/21/2020 8:30,270.9,271.5,270.9,271.03,3911
7/21/2020 8:45,271,271,270.7,270.7,2223
7/21/2020 9:00,270.5,270.7,270,270.08,3990
7/21/2020 9:15,270.01,270.4256,267.4,268.5,13014
7/21/2020 9:30,268.33,268.83,268,268.83,5252
7/21/2020 9:45,268.75,269.75,260.57,262.2468,730197
7/21/2020 10:00,262.33,264.24,260.63,262.78,330603
7/21/2020 10:15,262.6,264.69,261.93,263.686,222091
7/21/2020 10:30,263.72,265.8,263.55,264.8575,230105
7/21/2020 10:45,264.8579,265.19,261.3855,262.13,213616
7/21/2020 11:00,261.53,262.69,260.83,261.5601,204596
7/21/2020 11:15,261.6,262.73,260.6,261.8778,164615
7/21/2020 11:30,262.17,262.4449,261.4,261.9,128174
7/21/2020 11:45,262,262.41,260.7,260.83,135287
7/21/2020 12:00,261.06,261.2767,258.2,259.38,363152
7/21/2020 12:15,259.4193,260.2975,258.5,260.025,131265
7/21/2020 12:30,260.11,260.77,259.33,259.765,220766
7/21/2020 12:45,259.62,259.79,258.38,259.74,118327
7/21/2020 13:00,259.7,260.98,259.175,260.98,88919
7/21/2020 13:15,260.87,261.389,260.16,260.2906,119133
7/21/2020 13:30,260.47,262,260.0201,261.755,95319
7/21/2020 13:45,261.735,262.01,261.02,261.5399,75188
7/21/2020 14:00,261.54,262.09,261,261.1,100574
7/21/2020 14:15,261.1,262.146,261.035,261.615,87498
7/21/2020 14:30,261.6773,261.715,260.92,261.5,64462
7/21/2020 14:45,261.53,261.6,260.3449,260.49,73776
7/21/2020 15:00,260.4101,260.9658,260.14,260.27,63619
7/21/2020 15:15,260.14,260.7,258.78,259.51,124877
7/21/2020 15:30,259.38,259.96,258.65,259.59,160104
7/21/2020 15:45,259.57,260.09,258.91,260.09,126958
7/21/2020 16:00,260.01,260.66,259.17,260.44,260446
7/21/2020 16:15,260.44,260.5,260.1502,260.5,11171
7/21/2020 16:30,260.21,260.21,260.21,260.21,502
7/21/2020 16:45,260.5,260.5,260.44,260.44,423
7/21/2020 17:00,260.2224,260.25,260.2,260.2,1099
7/21/2020 17:15,260,260,260,260,396
7/21/2020 17:30,260,260,260,260,193
7/21/2020 17:45,260.48,260.48,260.48,260.48,155
7/21/2020 18:15,260.49,260.49,260.49,260.49,500
7/21/2020 18:30,260.5,260.5,260.2,260.2,699
7/21/2020 18:45,260.5,260.5,260.5,260.5,175
7/21/2020 19:00,261,261.34,261,261.34,730
7/21/2020 19:15,260.26,260.26,260.26,260.26,630
7/21/2020 19:30,260.6,260.6,260.6,260.6,120
7/21/2020 20:00,261.2,261.2,261.2,261.2,100
7/22/2020 4:15,259.5,259.5,259.5,259.5,103
7/22/2020 4:30,257,257,257,257,294
7/22/2020 6:30,259.4,260.3,259.4,260.3,933
7/22/2020 7:15,261,261.14,257,261,2374
7/22/2020 7:30,261.61,261.61,261.39,261.4,1310
7/22/2020 7:45,261.05,261.35,261.05,261.35,324
7/22/2020 8:00,261.4,261.5,261.4,261.5,969
7/22/2020 8:15,261.11,261.95,260.7001,261.8498,18523
7/22/2020 8:30,261.68,261.68,260.99,260.99,1137
7/22/2020 8:45,261,261.68,261,261.68,596
7/22/2020 9:00,261.5999,261.5999,260,260.44,1528
7/22/2020 9:15,260.44,261.53,260.44,261.53,9962
7/22/2020 9:30,261.04,262,260,261.02,7339
7/22/2020 9:45,261.95,265.4,261.03,263.8667,416216
7/22/2020 10:00,263.87,265.32,263.17,264.105,306706
7/22/2020 10:15,264.105,265.265,261.77,261.925,294002
7/22/2020 10:30,261.84,263.35,261.77,262.035,152928
7/22/2020 10:45,262.1699,262.4541,258.58,258.74,213824
7/22/2020 11:00,258.95,259.42,255.81,256.8,337483
7/22/2020 11:15,256.73,258.5,256.41,256.9855,220137
7/22/2020 11:30,257.09,260.82,256.9,260.18,166659
7/22/2020 11:45,260.24,261.2,259.81,260.68,124721
7/22/2020 12:00,260.8,260.99,259.63,260.78,101923
7/22/2020 12:15,260.89,261.5,260.21,260.96,131857
7/22/2020 12:30,261.02,261.24,260.4243,260.8,48265
7/22/2020 12:45,260.88,261,259.605,260.165,69964
7/22/2020 13:00,260.2391,262.12,260.01,261.31,663758
7/22/2020 13:15,261.31,261.3378,260.52,260.8319,71745
7/22/2020 13:30,260.885,261.54,260.7901,261,92650
7/22/2020 13:45,260.92,261.13,260.211,260.76,61676
7/22/2020 14:00,260.69,260.7199,258.95,259.43,107444
7/22/2020 14:15,259.78,260.65,259.705,260.255,65276
7/22/2020 14:30,260.19,260.99,260.19,260.99,73054
7/22/2020 14:45,260.92,261.24,260.21,260.69,82542
7/22/2020 15:00,260.705,260.75,260.1291,260.21,51461
7/22/2020 15:15,260.34,260.8,259.3,260.53,99200
7/22/2020 15:30,260.47,260.7529,260,260.18,103641
7/22/2020 15:45,260.28,261.58,260.24,261.3,115075
7/22/2020 16:00,261.33,262.05,260.87,261.13,226016
7/22/2020 16:15,261.18,261.18,260.76,261.18,80245
7/22/2020 16:30,261,261,261,261,757
7/22/2020 16:45,261.0002,261.85,261.0002,261.7,1704
7/22/2020 17:00,261.5022,261.5022,261.4999,261.5,495
7/22/2020 17:15,261.246,261.246,261.246,261.246,108
7/22/2020 18:00,261.18,261.18,261,261,905
7/22/2020 18:15,260.97,260.97,260.97,260.97,405
7/22/2020 18:30,261.2,261.2,261.2,261.2,247
7/22/2020 18:45,261.2,261.2,261.2,261.2,153
7/22/2020 19:00,261.27,261.27,261.27,261.27,263
7/22/2020 19:15,261.18,261.41,261.18,261.41,300
7/22/2020 20:00,261.5,261.5,261.2,261.2,944
7/23/2020 5:00,261,261,261,261,152
7/23/2020 7:15,262.9,262.9,261.97,261.97,490
7/23/2020 7:30,262.69,262.69,262.37,262.37,491
7/23/2020 7:45,262.27,262.27,262.27,262.27,200
7/23/2020 8:15,262.9666,262.9666,262.43,262.45,1333
7/23/2020 8:30,262.45,262.45,262.45,262.45,673
7/23/2020 8:45,262.4,262.4,262.4,262.4,110
7/23/2020 9:00,262.1416,262.17,262.08,262.13,3538
7/23/2020 9:15,262.13,262.2,260.5,260.59,10903
7/23/2020 9:30,260.25,261,260.25,260.84,3412
7/23/2020 9:45,260.84,263.61,256.71,263.52,438570
7/23/2020 10:00,263.53,264.9,261.15,261.935,330195
7/23/2020 10:15,261.79,262.45,258.86,259.55,269276
7/23/2020 10:30,259.4748,261.7,259.37,261.4429,147036
7/23/2020 10:45,261.291,262,260.65,260.7101,116859
7/23/2020 11:00,260.71,261.74,259.62,260.395,114269
7/23/2020 11:15,260.4812,261.25,258.99,260.61,134218
7/23/2020 11:30,260.795,260.795,259.11,259.16,104844
7/23/2020 11:45,259.38,260.55,258.94,259.5281,73099
7/23/2020 12:00,259.64,259.64,258.19,258.9,88765
7/23/2020 12:15,258.89,259.005,256.5501,258.481,152656
7/23/2020 12:30,258.335,258.37,255.9,256.135,117901
7/23/2020 12:45,256.04,256.445,253.45,254.6,240760
7/23/2020 13:00,254.685,255.3495,252.9,255.13,152357
7/23/2020 13:15,255.1301,256.9,254.89,256.4593,166499
7/23/2020 13:30,256.49,256.71,254.08,254.31,104666
7/23/2020 13:45,254.21,254.64,252.0501,252.45,136361
7/23/2020 14:00,252.45,253.17,251.12,252.39,150527
7/23/2020 14:15,252.34,252.35,250.22,251.0383,169778
7/23/2020 14:30,250.8813,252,249.21,251.79,209933
7/23/2020 14:45,251.77,252.76,251,251.8,137975
7/23/2020 15:00,251.69,252.38,251.35,251.99,92557
7/23/2020 15:15,252.05,252.2684,250.3801,250.8,119691
7/23/2020 15:30,250.5,251.6,250,251.015,143762
7/23/2020 15:45,251.085,251.6,250.26,251.12,164022
7/23/2020 16:00,251.05,251.6,250.37,251.29,361546
7/23/2020 16:15,251.5,251.99,251,251.99,18479
7/23/2020 16:30,251.9,251.9,251.9,251.9,124
7/23/2020 16:45,252,252,251,251,7321
7/23/2020 17:00,251.3694,251.3694,251.3694,251.3694,159
7/23/2020 17:15,251.1451,251.1451,251.1451,251.1451,246
7/23/2020 17:30,251,251,251,251,300
7/23/2020 17:45,251.4922,251.4922,251.4922,251.4922,215
7/23/2020 18:00,251.2747,251.2747,251.2747,251.2747,200
7/23/2020 18:15,251.5,252,251.5,252,352
7/23/2020 18:30,251.6,252,251.6,252,607
7/23/2020 18:45,252,252,252,252,565
7/23/2020 19:00,251.8,251.8,251.8,251.8,125
7/23/2020 19:15,251.6,251.8,251.6,251.8,379
7/23/2020 19:30,251.76,251.76,251.5,251.5,362
7/23/2020 19:45,251.2,251.2,251.2,251.2,818
7/23/2020 20:00,251.75,251.8,251.75,251.8,1336
7/24/2020 4:15,247,247,245,245,922
7/24/2020 5:45,245.5,245.5,245.22,245.22,625
7/24/2020 6:45,246.5,246.5,246.5,246.5,200
7/24/2020 7:15,247.5,249,247.5,248,2663
7/24/2020 7:30,248.01,248.01,248,248,1208
7/24/2020 7:45,247.1,247.1,246.56,246.56,1633
7/24/2020 8:00,246.56,246.56,245.52,245.75,2868
7/24/2020 8:15,247,249.37,245.57,246.09,18976
7/24/2020 8:30,246.4999,247,246.0044,246.0044,4182
7/24/2020 8:45,246.1,247,245.635,246.5,2271
7/24/2020 9:00,245.89,247.8514,245.89,247.0602,3057
7/24/2020 9:15,247.0403,247.05,246,246.3501,4940
7/24/2020 9:30,246.4608,247.1802,246,246,2931
7/24/2020 9:45,246.2,246.9965,237.2,241.93,750087
7/24/2020 10:00,241.715,242.9302,239,242.29,393543
7/24/2020 10:15,242.445,243.4,239.41,239.5,395868
7/24/2020 10:30,239.5,245.49,239.5,244.23,333022
7/24/2020 10:45,244.295,244.9399,242.25,244.3601,196317
7/24/2020 11:00,244.675,248.2969,244.3827,247.86,236205
7/24/2020 11:15,247.845,248.305,246.05,246.79,164149
7/24/2020 11:30,246.84,250.21,245.23,249.265,209156
7/24/2020 11:45,249.265,249.5714,246.5116,247.65,175917
7/24/2020 12:00,247.658,248.11,246.2,248.1,95753
7/24/2020 12:15,248.19,248.3,244.7901,245,91039
7/24/2020 12:30,244.6977,246.57,244.6,246.5064,87875
7/24/2020 12:45,246.5081,246.5279,245.34,245.41,60673
7/24/2020 13:00,245.7699,246.22,244.96,245.3332,54232
7/24/2020 13:15,245.29,246,243.3,243.31,61638
7/24/2020 13:30,243.58,245.0533,243.41,245.0415,63363
7/24/2020 13:45,245,246.0834,244.51,245.61,77478
7/24/2020 14:00,245.7804,246.88,245.62,246.18,56488
7/24/2020 14:15,246.3,247.3952,246.075,246.7,81090
7/24/2020 14:30,246.71,247.4,246.26,247.4,50627
7/24/2020 14:45,247.365,247.55,246.1701,246.795,66963
7/24/2020 15:00,246.785,246.965,246,246.6571,56649
7/24/2020 15:15,246.57,247.2,246.13,246.99,57430
7/24/2020 15:30,247,247.0637,246.41,246.55,55688
7/24/2020 15:45,246.43,246.7799,245.76,246.045,84063
7/24/2020 16:00,246.1229,246.86,245.63,246.71,182075
7/24/2020 16:15,246.56,247.6,245.51,247.6,11495
7/24/2020 16:45,247.05,247.45,247.05,247.25,614
7/24/2020 17:00,246.99,247,246.99,247,714
7/24/2020 17:15,246,246,246,246,510
7/24/2020 17:30,246.58,246.58,246.51,246.51,250
7/24/2020 17:45,246.66,246.66,246.66,246.66,300
7/24/2020 18:00,246.43,246.43,246.25,246.25,541
7/24/2020 18:15,245.97,245.97,245,245.8,2171
7/24/2020 18:30,245.65,245.65,245.65,245.65,101
7/24/2020 18:45,246.45,246.48,246.45,246.48,362
7/24/2020 19:00,246.49,246.49,245.01,245.25,1063
7/24/2020 19:15,245.85,245.85,245.85,245.85,120
7/24/2020 19:30,245.22,245.32,245.2,245.2,528
7/24/2020 19:45,245,245.88,245,245.22,622
7/24/2020 20:00,245,245,245,245,328
7/27/2020 6:45,247.75,247.75,247.75,247.75,250
7/27/2020 7:15,248.12,249.5,247.7,249.5,3673
7/27/2020 7:30,249.97,249.97,249.5,249.5,1300
7/27/2020 7:45,249.41,249.41,249.04,249.04,500
7/27/2020 8:00,249.35,249.35,249,249,420
7/27/2020 8:15,250,250,248.7899,249.9,2870
7/27/2020 8:30,249.9,249.9,248.5,248.5,1320
7/27/2020 8:45,248.876,248.9569,248.5,248.9569,4600
7/27/2020 9:00,248.9887,249,248.8,249,1491
7/27/2020 9:15,248.9899,249.23,248.9899,249.23,3190
7/27/2020 9:30,249.75,249.9,249.23,249.32,3894
7/27/2020 9:45,249.28,251.762,246.49,249.8452,366721
7/27/2020 10:00,250,251.36,249.25,250.1606,136025
7/27/2020 10:15,250.4345,251.698,249.4307,249.84,151029
7/27/2020 10:30,249.91,251.19,249.25,250.43,111823
7/27/2020 10:45,250.5,252.5,250.3,252.2531,154335
7/27/2020 11:00,252.2,252.85,250.67,251.35,177244
7/27/2020 11:15,251.24,251.35,248.8101,249.085,106896
7/27/2020 11:30,249.033,249.68,247.25,247.64,114595
7/27/2020 11:45,247.4941,248.5,246.22,247.7,161927
7/27/2020 12:00,247.6,249.63,247.395,249.3,115844
7/27/2020 12:15,249.2839,250.57,248.7699,250.505,75677
7/27/2020 12:30,250.4961,250.59,249.3101,249.6,60910
7/27/2020 12:45,249.735,250.85,248.9,250.6,61682
7/27/2020 13:00,250.395,250.9058,249.9,250.85,53345
7/27/2020 13:15,250.8089,251.0692,250.2537,250.6987,65321
7/27/2020 13:30,250.705,250.8699,250.3801,250.484,46702
7/27/2020 13:45,250.4,250.727,249.445,250.64,74916
7/27/2020 14:00,250.69,251.8,250.313,251.8,108542
7/27/2020 14:15,251.755,252.21,251.27,251.5,86562
7/27/2020 14:30,251.64,252.4,251.34,251.99,77612
7/27/2020 14:45,252.01,252.5,251.77,252.07,101045
7/27/2020 15:00,252.0999,252.29,251,251.3688,93223
7/27/2020 15:15,251.435,252.97,251.3622,252.685,176125
7/27/2020 15:30,252.4701,252.88,252.01,252.51,76360
7/27/2020 15:45,252.5,252.78,251.65,251.96,119171
7/27/2020 16:00,251.86,252.32,250.63,252.32,315974
7/27/2020 16:15,252.33,252.437,251.98,252,14572
7/27/2020 16:30,252.4899,252.4899,252.4899,252.4899,100
7/27/2020 17:15,252,252,252,252,392
7/27/2020 19:15,252.5,252.5,252.5,252.5,587
7/27/2020 20:00,252.76,252.76,252.76,252.76,115
7/28/2020 6:45,252.33,252.33,252.33,252.33,100
7/28/2020 7:15,253.11,253.11,252.77,252.77,207
7/28/2020 7:30,252.17,253.24,252.17,252.8,1432
7/28/2020 7:45,252.86,252.89,252.6,252.6,1145
7/28/2020 8:15,252.17,253.6416,251.86,251.86,17190
7/28/2020 8:30,251.8513,251.8513,251.8513,251.8513,303
7/28/2020 9:00,252.6378,252.6378,252.6378,252.6378,120
7/28/2020 9:15,252.87,253.9511,252.87,253.5,4312
7/28/2020 9:30,253.75,253.75,253,253.2,2848
7/28/2020 9:45,252.7,256.61,251.32,256.51,347451
7/28/2020 10:00,256.53,258.23,254.51,255.9,321355
7/28/2020 10:15,255.93,256.77,254.5401,255.22,183184
7/28/2020 10:30,255.5,257.94,255.01,257.36,180400
7/28/2020 10:45,257.21,257.5,256.07,256.79,117140
7/28/2020 11:00,256.6643,257.95,256.02,257.7629,102623
7/28/2020 11:15,257.97,258,256.49,257.26,95277
7/28/2020 11:30,257.3655,257.6468,256.25,257.6468,74623
7/28/2020 11:45,257.75,258.91,257.25,258.36,149604
7/28/2020 12:00,258.3099,258.45,256.85,256.88,172682
7/28/2020 12:15,256.95,257.1586,255.75,257.1222,126100
7/28/2020 12:30,257.02,257.65,256.58,257.1,123288
7/28/2020 12:45,257.1,257.85,256.3501,257.695,75342
7/28/2020 13:00,257.5783,258.32,257.44,257.74,64839
7/28/2020 13:15,257.9,258.16,256.75,256.9841,58478
7/28/2020 13:30,256.99,257.3299,255.8001,255.9162,103781
7/28/2020 13:45,255.9299,256.7499,255.57,255.6,72720
7/28/2020 14:00,255.61,256.79,255.61,256.25,51658
7/28/2020 14:15,256.33,256.33,254.5,254.785,93802
7/28/2020 14:30,254.785,255.5623,254.27,254.4099,45669
7/28/2020 14:45,254.2801,254.32,253.16,253.4382,103184
7/28/2020 15:00,253.555,254.64,253.555,254.0038,53498
7/28/2020 15:15,253.88,254.2,252.41,252.49,65252
7/28/2020 15:30,252.565,253.12,252.11,252.95,55228
